Sunday,13,September,2026,21:12:25:00009-VCID:79F958E3F8D95B5B8C-802C,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
03L 906 023 TB,ADVMB,R4 1.6l TDI   H43 9979,
,,G003,F0,G006,F0,G012,F0,G015,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,

Marker,TIME,Loc. IDE00021,TIME,Loc. IDE00075,TIME,Loc. IDE00086,TIME,Loc. IDE00100-ENG101842,,,,,,,,,,,,,,,,,
,114.97,1613,114.98,41,114.98,17.3,114.98,0.00,,,,,,,,,,,,,,,,,
,115.16,1600,115.17,40,115.17,17.3,115.17,0.00,,,,,,,,,,,,,,,,,
,115.35,1588,115.36,40,115.36,17.3,115.36,0.00,,,,,,,,,,,,,,,,,
,115.55,1585,115.56,40,115.56,17.3,115.56,0.00,,,,,,,,,,,,,,,,,
,115.77,1580,115.77,39,115.77,17.3,115.77,0.00,,,,,,,,,,,,,,,,,
,115.97,1557,115.98,39,115.98,17.3,115.98,0.00,,,,,,,,,,,,,,,,,
,116.17,1540,116.18,39,116.18,17.3,116.18,0.00,,,,,,,,,,,,,,,,,
,116.37,1528,116.38,38,116.38,16.9,116.38,0.00,,,,,,,,,,,,,,,,,
,116.59,1523,116.59,38,116.59,16.9,116.59,0.00,,,,,,,,,,,,,,,,,
,116.78,1515,116.79,38,116.79,16.9,116.79,0.00,,,,,,,,,,,,,,,,,
,116.99,1507,116.99,38,116.99,14.5,116.99,0.00,,,,,,,,,,,,,,,,,
,117.18,1501,117.19,38,117.19,14.5,117.19,0.00,,,,,,,,,,,,,,,,,
,117.37,1485,117.38,37,117.38,14.5,117.38,0.00,,,,,,,,,,,,,,,,,
,117.58,1464,117.59,37,117.59,14.5,117.59,0.00,,,,,,,,,,,,,,,,,
,117.77,1453,117.78,37,117.78,14.5,117.78,0.00,,,,,,,,,,,,,,,,,
,117.97,1440,117.97,36,117.97,14.5,117.97,0.00,,,,,,,,,,,,,,,,,
,118.15,1421,118.16,36,118.16,14.5,118.16,0.00,,,,,,,,,,,,,,,,,
,118.34,1411,118.35,35,118.35,14.5,118.35,0.00,,,,,,,,,,,,,,,,,
,118.54,1406,118.55,35,118.55,14.5,118.55,0.00,,,,,,,,,,,,,,,,,
,118.74,1386,118.74,35,118.75,14.5,118.75,0.00,,,,,,,,,,,,,,,,,
,118.93,1380,118.94,35,118.94,14.5,118.94,0.00,,,,,,,,,,,,,,,,,
,119.11,1380,119.12,35,119.12,14.5,119.12,0.00,,,,,,,,,,,,,,,,,
,119.32,1372,119.33,34,119.33,14.5,119.33,0.00,,,,,,,,,,,,,,,,,
,119.52,1341,119.53,34,119.53,14.5,119.53,0.00,,,,,,,,,,,,,,,,,
,119.73,1331,119.74,33,119.74,14.5,119.74,0.00,,,,,,,,,,,,,,,,,
,119.92,1318,119.93,33,119.93,14.5,119.93,0.00,,,,,,,,,,,,,,,,,
,120.13,1304,120.14,33,120.14,14.5,120.14,0.00,,,,,,,,,,,,,,,,,
,120.32,1286,120.33,32,120.33,14.5,120.33,0.00,,,,,,,,,,,,,,,,,
,120.52,1272,120.53,32,120.53,14.5,120.53,0.00,,,,,,,,,,,,,,,,,
,120.73,1262,120.73,32,120.74,14.5,120.74,0.00,,,,,,,,,,,,,,,,,
,120.92,1242,120.93,31,120.93,14.5,120.93,0.00,,,,,,,,,,,,,,,,,
,121.13,1239,121.14,31,121.14,14.5,121.14,0.00,,,,,,,,,,,,,,,,,
,121.33,1215,121.34,31,121.34,14.5,121.34,0.00,,,,,,,,,,,,,,,,,
,121.53,1198,121.54,30,121.54,14.5,121.54,0.00,,,,,,,,,,,,,,,,,
,121.75,1183,121.75,30,121.76,14.5,121.76,0.00,,,,,,,,,,,,,,,,,
,121.94,1168,121.95,29,121.95,14.5,121.95,0.00,,,,,,,,,,,,,,,,,
,122.14,1147,122.14,29,122.15,14.5,122.15,0.00,,,,,,,,,,,,,,,,,
,122.34,1134,122.35,29,122.35,14.5,122.35,0.00,,,,,,,,,,,,,,,,,
,122.54,1119,122.55,28,122.55,14.5,122.55,0.00,,,,,,,,,,,,,,,,,
,122.74,1110,122.74,28,122.75,14.9,122.75,0.00,,,,,,,,,,,,,,,,,
,122.93,1094,122.94,28,122.94,15.7,122.94,0.00,,,,,,,,,,,,,,,,,
,123.12,1080,123.13,27,123.13,16.1,123.13,0.00,,,,,,,,,,,,,,,,,
,123.32,1071,123.33,27,123.33,16.9,123.33,0.00,,,,,,,,,,,,,,,,,
,123.51,1054,123.52,26,123.52,16.9,123.52,0.44,,,,,,,,,,,,,,,,,
,123.72,1040,123.72,26,123.73,17.3,123.73,0.88,,,,,,,,,,,,,,,,,
,123.90,1030,123.91,26,123.91,17.3,123.91,1.16,,,,,,,,,,,,,,,,,
,124.09,1013,124.10,25,124.10,17.6,124.10,2.19,,,,,,,,,,,,,,,,,
,124.29,1004,124.30,25,124.30,17.6,124.30,2.66,,,,,,,,,,,,,,,,,
,124.49,993,124.49,25,124.50,19.2,124.50,4.31,,,,,,,,,,,,,,,,,
,124.68,985,124.68,25,124.69,19.2,124.69,8.56,,,,,,,,,,,,,,,,,
,124.87,982,124.88,25,124.88,21.2,124.88,28.06,,,,,,,,,,,,,,,,,
,125.07,1064,125.08,25,125.08,23.9,125.08,31.78,,,,,,,,,,,,,,,,,
,125.27,1010,125.27,25,125.27,25.5,125.27,61.91,,,,,,,,,,,,,,,,,
,125.47,1013,125.48,25,125.48,26.7,125.48,63.13,,,,,,,,,,,,,,,,,
,125.66,984,125.66,25,125.66,27.1,125.66,63.63,,,,,,,,,,,,,,,,,
,125.85,976,125.86,25,125.86,27.1,125.86,63.56,,,,,,,,,,,,,,,,,
,126.05,1014,126.05,25,126.05,27.5,126.05,63.22,,,,,,,,,,,,,,,,,
,126.27,1026,126.27,26,126.27,28.2,126.27,67.31,,,,,,,,,,,,,,,,,
,126.48,1013,126.48,26,126.49,29.0,126.49,70.88,,,,,,,,,,,,,,,,,
,126.68,1026,126.69,26,126.69,29.4,126.69,71.97,,,,,,,,,,,,,,,,,
,126.88,1048,126.89,26,126.89,30.2,126.89,74.44,,,,,,,,,,,,,,,,,
,127.08,1056,127.09,26,127.09,31.4,127.09,80.84,,,,,,,,,,,,,,,,,
,127.29,1057,127.29,27,127.29,32.2,127.29,84.22,,,,,,,,,,,,,,,,,
,127.49,1070,127.49,27,127.50,33.3,127.50,91.84,,,,,,,,,,,,,,,,,
,127.69,1091,127.70,27,127.70,36.1,127.70,104.94,,,,,,,,,,,,,,,,,
,127.89,1110,127.90,28,127.90,37.3,127.90,112.81,,,,,,,,,,,,,,,,,
,128.09,1135,128.10,28,128.10,38.8,128.10,124.44,,,,,,,,,,,,,,,,,
,128.29,1155,128.30,29,128.30,40.8,128.30,134.53,,,,,,,,,,,,,,,,,
,128.51,1173,128.51,30,128.51,43.1,128.51,140.78,,,,,,,,,,,,,,,,,
,128.70,1211,128.71,30,128.71,45.5,128.71,146.31,,,,,,,,,,,,,,,,,
,128.90,1214,128.90,30,128.91,46.7,128.91,150.78,,,,,,,,,,,,,,,,,
,129.10,1248,129.10,31,129.10,50.2,129.10,155.84,,,,,,,,,,,,,,,,,
,129.29,1267,129.30,31,129.30,52.2,129.30,162.06,,,,,,,,,,,,,,,,,
,129.49,1283,129.50,32,129.50,54.5,129.50,166.88,,,,,,,,,,,,,,,,,
,129.68,1315,129.69,33,129.69,56.9,129.69,173.97,,,,,,,,,,,,,,,,,
,129.87,1331,129.88,33,129.88,58.0,129.88,178.28,,,,,,,,,,,,,,,,,
,130.07,1362,130.08,34,130.08,58.4,130.08,185.16,,,,,,,,,,,,,,,,,
,130.26,1386,130.27,35,130.27,58.4,130.27,189.97,,,,,,,,,,,,,,,,,
,130.47,1417,130.48,35,130.48,58.8,130.48,196.28,,,,,,,,,,,,,,,,,
,130.65,1455,130.66,36,130.66,58.4,130.66,202.44,,,,,,,,,,,,,,,,,
,130.85,1489,130.85,37,130.86,58.8,130.86,210.31,,,,,,,,,,,,,,,,,
,131.05,1523,131.05,38,131.05,58.4,131.05,218.66,,,,,,,,,,,,,,,,,
,131.25,1564,131.26,39,131.26,58.8,131.26,228.66,,,,,,,,,,,,,,,,,
,131.48,1604,131.48,40,131.48,58.4,131.48,242.00,,,,,,,,,,,,,,,,,
,131.69,1662,131.69,42,131.69,58.4,131.70,241.16,,,,,,,,,,,,,,,,,
,131.90,1699,131.90,43,131.90,58.8,131.90,240.28,,,,,,,,,,,,,,,,,
,132.10,1743,132.11,44,132.11,58.8,132.11,239.53,,,,,,,,,,,,,,,,,
,132.31,1799,132.31,45,132.31,58.4,132.31,238.09,,,,,,,,,,,,,,,,,
,132.51,1843,132.52,46,132.52,58.4,132.52,239.03,,,,,,,,,,,,,,,,,
,132.72,1887,132.73,47,132.73,58.4,132.73,237.03,,,,,,,,,,,,,,,,,
,132.92,1947,132.92,49,132.93,58.8,132.93,234.00,,,,,,,,,,,,,,,,,
,133.13,1987,133.13,50,133.13,58.8,133.14,233.56,,,,,,,,,,,,,,,,,
,133.34,2014,133.34,51,133.34,55.7,133.34,215.44,,,,,,,,,,,,,,,,,
,133.53,2061,133.54,52,133.54,50.6,133.54,166.47,,,,,,,,,,,,,,,,,
,133.74,2079,133.75,52,133.75,47.1,133.75,146.03,,,,,,,,,,,,,,,,,
,133.95,2111,133.95,53,133.95,42.7,133.95,108.84,,,,,,,,,,,,,,,,,
,134.15,2123,134.15,53,134.15,39.6,134.15,90.94,,,,,,,,,,,,,,,,,
,134.35,2138,134.35,54,134.36,34.5,134.36,53.06,,,,,,,,,,,,,,,,,
,134.56,2148,134.56,54,134.56,28.2,134.57,18.44,,,,,,,,,,,,,,,,,
,134.77,2125,134.77,54,134.77,19.6,134.77,7.78,,,,,,,,,,,,,,,,,
,134.97,2060,134.97,54,134.97,14.5,134.97,2.25,,,,,,,,,,,,,,,,,
,135.17,2073,135.18,53,135.18,14.5,135.18,0.00,,,,,,,,,,,,,,,,,
,135.37,2080,135.38,53,135.38,14.5,135.38,0.00,,,,,,,,,,,,,,,,,
,135.57,2077,135.58,52,135.58,14.5,135.58,0.00,,,,,,,,,,,,,,,,,
,135.76,2070,135.76,52,135.77,14.5,135.77,0.00,,,,,,,,,,,,,,,,,
,135.94,2057,135.95,52,135.95,14.5,135.95,0.00,,,,,,,,,,,,,,,,,
,136.13,2047,136.14,51,136.14,14.5,136.14,0.00,,,,,,,,,,,,,,,,,
,136.32,2026,136.33,51,136.33,14.5,136.33,0.00,,,,,,,,,,,,,,,,,
,136.51,2017,136.52,51,136.52,14.5,136.52,0.00,,,,,,,,,,,,,,,,,
,136.72,2000,136.73,50,136.73,14.5,136.73,0.00,,,,,,,,,,,,,,,,,
,136.91,1988,136.92,50,136.92,15.7,136.92,0.00,,,,,,,,,,,,,,,,,
,137.11,1975,137.12,50,137.12,17.6,137.12,0.00,,,,,,,,,,,,,,,,,
,137.33,1966,137.33,49,137.33,19.6,137.33,3.78,,,,,,,,,,,,,,,,,
,137.55,1965,137.55,49,137.55,24.3,137.55,8.03,,,,,,,,,,,,,,,,,
,137.74,2005,137.75,49,137.75,25.9,137.75,16.19,,,,,,,,,,,,,,,,,
,137.95,1936,137.95,49,137.95,25.9,137.95,18.66,,,,,,,,,,,,,,,,,
,138.14,1947,138.15,49,138.15,25.1,138.15,19.34,,,,,,,,,,,,,,,,,
,138.36,1969,138.36,49,138.36,23.1,138.36,14.72,,,,,,,,,,,,,,,,,
,138.55,1960,138.55,49,138.56,23.1,138.56,14.75,,,,,,,,,,,,,,,,,
,138.76,1955,138.76,49,138.76,23.1,138.76,15.13,,,,,,,,,,,,,,,,,
,138.95,1953,138.96,49,138.96,22.7,138.96,10.78,,,,,,,,,,,,,,,,,
,139.17,1927,139.17,49,139.17,22.0,139.17,12.94,,,,,,,,,,,,,,,,,
,139.37,1923,139.37,49,139.37,22.0,139.37,11.28,,,,,,,,,,,,,,,,,
,139.57,1930,139.57,49,139.57,21.6,139.57,10.09,,,,,,,,,,,,,,,,,
,139.77,1920,139.78,48,139.78,20.8,139.78,9.31,,,,,,,,,,,,,,,,,
,139.97,1912,139.97,48,139.97,20.8,139.97,8.06,,,,,,,,,,,,,,,,,
,140.18,1906,140.18,48,140.18,20.8,140.18,8.28,,,,,,,,,,,,,,,,,
,140.37,1907,140.38,48,140.38,20.8,140.38,8.41,,,,,,,,,,,,,,,,,
,140.59,1919,140.59,48,140.60,21.6,140.60,8.91,,,,,,,,,,,,,,,,,
,140.78,1915,140.79,48,140.79,22.0,140.79,11.88,,,,,,,,,,,,,,,,,
,140.99,1914,140.99,48,141.00,23.9,141.00,17.03,,,,,,,,,,,,,,,,,
,141.19,1906,141.19,48,141.19,23.9,141.20,16.88,,,,,,,,,,,,,,,,,
,141.40,1910,141.40,48,141.40,24.3,141.40,17.06,,,,,,,,,,,,,,,,,
,141.60,1901,141.60,48,141.60,23.9,141.60,17.22,,,,,,,,,,,,,,,,,
,141.80,1903,141.80,48,141.80,23.1,141.80,14.69,,,,,,,,,,,,,,,,,
,142.00,1877,142.01,48,142.01,20.8,142.01,9.03,,,,,,,,,,,,,,,,,
,142.18,1861,142.19,47,142.19,20.4,142.19,6.38,,,,,,,,,,,,,,,,,
,142.38,1892,142.38,47,142.38,20.0,142.38,2.44,,,,,,,,,,,,,,,,,
,142.57,1880,142.58,47,142.58,20.0,142.58,6.53,,,,,,,,,,,,,,,,,
,142.77,1885,142.78,47,142.78,21.6,142.78,10.09,,,,,,,,,,,,,,,,,
,142.97,1907,142.97,47,142.97,22.0,142.97,10.81,,,,,,,,,,,,,,,,,
,143.16,1836,143.17,47,143.17,22.0,143.17,12.06,,,,,,,,,,,,,,,,,
,143.37,1865,143.37,47,143.37,22.4,143.37,12.56,,,,,,,,,,,,,,,,,
,143.57,1831,143.57,46,143.57,22.4,143.57,14.31,,,,,,,,,,,,,,,,,
,143.78,1849,143.79,46,143.79,22.7,143.79,13.41,,,,,,,,,,,,,,,,,
,143.98,1844,143.98,46,143.98,22.7,143.98,14.28,,,,,,,,,,,,,,,,,
,144.18,1832,144.19,46,144.19,22.7,144.19,14.28,,,,,,,,,,,,,,,,,
,144.39,1838,144.39,46,144.39,22.7,144.39,14.34,,,,,,,,,,,,,,,,,
,144.58,1822,144.58,46,144.58,22.7,144.58,14.41,,,,,,,,,,,,,,,,,
,144.76,1830,144.76,46,144.77,22.7,144.77,14.22,,,,,,,,,,,,,,,,,
,144.97,1821,144.97,46,144.97,22.7,144.97,14.53,,,,,,,,,,,,,,,,,
,145.17,1819,145.18,46,145.18,22.4,145.18,13.25,,,,,,,,,,,,,,,,,
,145.37,1798,145.37,46,145.37,20.8,145.38,9.00,,,,,,,,,,,,,,,,,
,145.55,1786,145.56,45,145.56,20.4,145.56,6.63,,,,,,,,,,,,,,,,,
,145.75,1804,145.76,45,145.76,20.4,145.76,2.59,,,,,,,,,,,,,,,,,
,145.96,1796,145.97,45,145.97,20.8,145.97,8.41,,,,,,,,,,,,,,,,,
,146.16,1832,146.17,45,146.17,23.9,146.17,17.59,,,,,,,,,,,,,,,,,
,146.37,1756,146.37,45,146.38,24.3,146.38,20.44,,,,,,,,,,,,,,,,,
,146.57,1769,146.57,45,146.57,24.3,146.57,20.94,,,,,,,,,,,,,,,,,
,146.78,1805,146.79,45,146.79,24.3,146.79,19.16,,,,,,,,,,,,,,,,,
,146.97,1803,146.98,45,146.98,24.3,146.98,19.13,,,,,,,,,,,,,,,,,
,147.17,1798,147.18,45,147.18,24.3,147.18,19.19,,,,,,,,,,,,,,,,,
,147.39,1785,147.39,45,147.39,24.3,147.39,19.69,,,,,,,,,,,,,,,,,
,147.58,1788,147.59,45,147.59,23.5,147.59,16.56,,,,,,,,,,,,,,,,,
,147.79,1786,147.79,45,147.80,22.7,147.80,15.91,,,,,,,,,,,,,,,,,
,147.99,1785,147.99,45,147.99,22.4,148.00,14.81,,,,,,,,,,,,,,,,,
,148.20,1778,148.20,45,148.20,22.4,148.20,15.91,,,,,,,,,,,,,,,,,
,148.40,1783,148.40,44,148.40,22.4,148.40,13.91,,,,,,,,,,,,,,,,,
,148.59,1785,148.60,45,148.60,22.4,148.60,14.25,,,,,,,,,,,,,,,,,
,148.80,1778,148.80,45,148.80,22.4,148.80,14.06,,,,,,,,,,,,,,,,,
,149.00,1775,149.00,44,149.00,22.4,149.00,14.06,,,,,,,,,,,,,,,,,
,149.18,1771,149.19,44,149.19,22.4,149.19,14.06,,,,,,,,,,,,,,,,,
,149.37,1779,149.38,45,149.38,22.4,149.38,12.69,,,,,,,,,,,,,,,,,
,149.57,1762,149.58,44,149.58,22.0,149.58,16.59,,,,,,,,,,,,,,,,,
,149.77,1769,149.78,45,149.78,22.0,149.78,14.09,,,,,,,,,,,,,,,,,
,149.97,1769,149.97,44,149.97,22.4,149.98,13.97,,,,,,,,,,,,,,,,,
,150.17,1759,150.17,44,150.17,22.4,150.17,15.78,,,,,,,,,,,,,,,,,
,150.36,1766,150.36,44,150.36,22.4,150.36,13.91,,,,,,,,,,,,,,,,,
,150.55,1753,150.55,44,150.55,22.7,150.55,17.03,,,,,,,,,,,,,,,,,
,150.74,1762,150.75,44,150.75,22.7,150.75,15.81,,,,,,,,,,,,,,,,,
,150.95,1746,150.95,44,150.95,22.7,150.95,17.88,,,,,,,,,,,,,,,,,
,151.15,1749,151.15,44,151.16,22.7,151.16,15.72,,,,,,,,,,,,,,,,,
,151.36,1758,151.36,44,151.36,22.7,151.36,14.72,,,,,,,,,,,,,,,,,
,151.56,1754,151.56,44,151.56,22.7,151.56,14.75,,,,,,,,,,,,,,,,,
,151.76,1761,151.76,44,151.76,22.7,151.76,13.66,,,,,,,,,,,,,,,,,
,151.96,1755,151.96,44,151.96,22.7,151.96,14.69,,,,,,,,,,,,,,,,,
,152.17,1757,152.17,44,152.17,23.1,152.17,14.16,,,,,,,,,,,,,,,,,
,152.36,1748,152.37,44,152.37,23.1,152.37,16.50,,,,,,,,,,,,,,,,,
,152.57,1744,152.57,44,152.58,23.1,152.58,17.38,,,,,,,,,,,,,,,,,
,152.78,1740,152.79,44,152.79,23.5,152.79,18.09,,,,,,,,,,,,,,,,,
,152.98,1736,152.98,44,152.98,24.7,152.98,21.44,,,,,,,,,,,,,,,,,
,153.18,1733,153.18,44,153.18,25.1,153.18,21.50,,,,,,,,,,,,,,,,,
,153.38,1743,153.38,44,153.39,25.1,153.39,21.25,,,,,,,,,,,,,,,,,
,153.57,1749,153.58,44,153.58,25.1,153.58,21.16,,,,,,,,,,,,,,,,,
,153.77,1748,153.78,44,153.78,25.1,153.78,21.19,,,,,,,,,,,,,,,,,
,153.97,1745,153.97,44,153.98,25.1,153.98,21.50,,,,,,,,,,,,,,,,,
,154.17,1733,154.18,44,154.18,25.1,154.18,21.56,,,,,,,,,,,,,,,,,
,154.38,1745,154.38,44,154.38,25.1,154.38,21.22,,,,,,,,,,,,,,,,,
,154.57,1744,154.58,44,154.58,25.1,154.58,21.38,,,,,,,,,,,,,,,,,
,154.77,1736,154.77,44,154.77,25.1,154.77,21.50,,,,,,,,,,,,,,,,,
,154.97,1743,154.97,44,154.97,25.1,154.97,21.38,,,,,,,,,,,,,,,,,
,155.17,1744,155.17,44,155.17,25.1,155.17,21.28,,,,,,,,,,,,,,,,,
,155.35,1743,155.36,44,155.36,25.1,155.36,21.38,,,,,,,,,,,,,,,,,
,155.55,1738,155.55,44,155.55,25.1,155.55,21.53,,,,,,,,,,,,,,,,,
,155.74,1739,155.75,44,155.75,24.7,155.75,21.09,,,,,,,,,,,,,,,,,
,155.94,1735,155.94,44,155.94,24.3,155.94,20.66,,,,,,,,,,,,,,,,,
,156.13,1738,156.13,44,156.13,24.3,156.14,20.66,,,,,,,,,,,,,,,,,
,156.32,1739,156.33,44,156.33,24.3,156.33,20.53,,,,,,,,,,,,,,,,,
,156.52,1743,156.53,44,156.53,24.3,156.53,20.38,,,,,,,,,,,,,,,,,
,156.71,1741,156.71,44,156.71,24.3,156.71,20.44,,,,,,,,,,,,,,,,,
,156.91,1743,156.91,44,156.92,24.3,156.92,20.50,,,,,,,,,,,,,,,,,
,157.11,1735,157.11,44,157.12,24.3,157.12,20.69,,,,,,,,,,,,,,,,,
,157.31,1737,157.31,44,157.32,24.3,157.32,20.25,,,,,,,,,,,,,,,,,
,157.49,1738,157.50,44,157.50,22.4,157.50,14.56,,,,,,,,,,,,,,,,,
,157.69,1729,157.69,44,157.69,21.6,157.69,11.78,,,,,,,,,,,,,,,,,
,157.89,1728,157.90,44,157.90,20.8,157.90,8.03,,,,,,,,,,,,,,,,,
,158.11,1714,158.11,43,158.11,20.0,158.11,7.09,,,,,,,,,,,,,,,,,
,158.32,1738,158.32,43,158.32,20.0,158.32,4.28,,,,,,,,,,,,,,,,,
,158.53,1745,158.54,44,158.54,21.2,158.54,10.72,,,,,,,,,,,,,,,,,
,158.72,1761,158.73,43,158.73,22.4,158.73,14.78,,,,,,,,,,,,,,,,,
,158.93,1715,158.93,43,158.93,22.4,158.93,15.63,,,,,,,,,,,,,,,,,
,159.13,1746,159.13,43,159.14,23.1,159.14,17.31,,,,,,,,,,,,,,,,,
,159.33,1723,159.33,43,159.33,23.1,159.33,17.50,,,,,,,,,,,,,,,,,
,159.55,1727,159.55,43,159.55,23.5,159.55,18.81,,,,,,,,,,,,,,,,,
,159.76,1714,159.76,43,159.76,23.5,159.76,18.75,,,,,,,,,,,,,,,,,
,159.95,1712,159.96,43,159.96,23.5,159.96,18.78,,,,,,,,,,,,,,,,,
,160.17,1718,160.17,43,160.18,23.9,160.18,18.72,,,,,,,,,,,,,,,,,
,160.37,1715,160.37,43,160.38,23.9,160.38,18.81,,,,,,,,,,,,,,,,,
,160.57,1722,160.57,43,160.57,23.9,160.57,18.66,,,,,,,,,,,,,,,,,
,160.78,1718,160.78,43,160.78,23.9,160.78,18.72,,,,,,,,,,,,,,,,,
,160.97,1728,160.97,43,160.97,23.9,160.97,18.31,,,,,,,,,,,,,,,,,
,161.18,1719,161.18,43,161.18,23.9,161.18,18.72,,,,,,,,,,,,,,,,,
,161.38,1725,161.38,43,161.38,23.9,161.38,18.50,,,,,,,,,,,,,,,,,
,161.57,1711,161.58,43,161.58,23.9,161.58,19.22,,,,,,,,,,,,,,,,,
,161.77,1716,161.78,43,161.78,23.9,161.78,19.72,,,,,,,,,,,,,,,,,
,161.97,1702,161.97,43,161.97,23.9,161.97,19.75,,,,,,,,,,,,,,,,,
,162.15,1711,162.16,43,162.16,23.9,162.16,19.41,,,,,,,,,,,,,,,,,
,162.36,1708,162.36,43,162.36,23.9,162.36,19.47,,,,,,,,,,,,,,,,,
,162.55,1704,162.55,43,162.55,23.9,162.55,19.69,,,,,,,,,,,,,,,,,
,162.74,1703,162.75,43,162.75,23.9,162.75,19.50,,,,,,,,,,,,,,,,,
,162.94,1713,162.94,43,162.95,23.9,162.95,19.28,,,,,,,,,,,,,,,,,
,163.13,1714,163.14,43,163.14,23.9,163.14,19.13,,,,,,,,,,,,,,,,,
,163.33,1718,163.33,43,163.33,23.9,163.33,19.13,,,,,,,,,,,,,,,,,
,163.53,1708,163.54,43,163.54,23.5,163.54,18.47,,,,,,,,,,,,,,,,,
,163.73,1711,163.73,43,163.74,22.7,163.74,15.53,,,,,,,,,,,,,,,,,
,163.93,1710,163.93,43,163.93,21.6,163.93,12.91,,,,,,,,,,,,,,,,,
,164.14,1695,164.14,43,164.14,20.4,164.14,7.53,,,,,,,,,,,,,,,,,
,164.34,1682,164.34,43,164.34,20.0,164.34,7.53,,,,,,,,,,,,,,,,,
,164.55,1710,164.55,43,164.56,20.4,164.56,2.41,,,,,,,,,,,,,,,,,
,164.76,1691,164.77,42,164.77,20.8,164.77,8.72,,,,,,,,,,,,,,,,,
,164.96,1761,164.96,42,164.96,24.3,164.96,18.09,,,,,,,,,,,,,,,,,
,165.16,1667,165.16,42,165.16,24.7,165.16,21.66,,,,,,,,,,,,,,,,,
,165.37,1651,165.37,42,165.38,25.1,165.38,24.47,,,,,,,,,,,,,,,,,
,165.57,1696,165.57,43,165.57,25.1,165.57,22.59,,,,,,,,,,,,,,,,,
,165.78,1717,165.79,42,165.79,25.1,165.79,21.72,,,,,,,,,,,,,,,,,
,165.97,1711,165.98,42,165.98,27.1,165.98,27.03,,,,,,,,,,,,,,,,,
,166.17,1711,166.18,42,166.18,28.6,166.18,30.09,,,,,,,,,,,,,,,,,
,166.38,1707,166.38,43,166.38,30.2,166.38,37.31,,,,,,,,,,,,,,,,,
,166.58,1704,166.58,43,166.59,32.2,166.59,46.59,,,,,,,,,,,,,,,,,
,166.80,1705,166.80,43,166.80,32.5,166.80,49.16,,,,,,,,,,,,,,,,,
,167.01,1725,167.02,43,167.02,32.5,167.02,48.63,,,,,,,,,,,,,,,,,
,167.21,1726,167.21,43,167.21,32.5,167.21,48.34,,,,,,,,,,,,,,,,,
,167.41,1738,167.41,44,167.41,32.2,167.42,47.53,,,,,,,,,,,,,,,,,
,167.61,1744,167.61,44,167.61,32.2,167.61,47.19,,,,,,,,,,,,,,,,,
,167.80,1762,167.80,44,167.80,32.2,167.80,46.75,,,,,,,,,,,,,,,,,
,168.00,1785,168.01,44,168.01,32.2,168.01,45.84,,,,,,,,,,,,,,,,,
,168.19,1794,168.19,45,168.19,32.2,168.20,44.19,,,,,,,,,,,,,,,,,
,168.38,1784,168.39,45,168.39,32.2,168.39,45.44,,,,,,,,,,,,,,,,,
,168.58,1789,168.58,45,168.58,31.8,168.58,43.28,,,,,,,,,,,,,,,,,
,168.77,1792,168.78,45,168.78,31.0,168.78,37.75,,,,,,,,,,,,,,,,,
,168.97,1797,168.97,45,168.97,29.8,168.97,30.53,,,,,,,,,,,,,,,,,
,169.17,1804,169.17,45,169.18,29.0,169.18,27.84,,,,,,,,,,,,,,,,,
,169.39,1811,169.39,46,169.39,28.6,169.39,27.50,,,,,,,,,,,,,,,,,
,169.58,1811,169.59,45,169.59,28.6,169.59,27.19,,,,,,,,,,,,,,,,,
,169.80,1809,169.80,45,169.80,28.2,169.80,26.31,,,,,,,,,,,,,,,,,
,170.01,1816,170.02,46,170.02,27.8,170.02,25.53,,,,,,,,,,,,,,,,,
,170.21,1818,170.21,46,170.22,27.1,170.22,24.47,,,,,,,,,,,,,,,,,
,170.40,1817,170.41,46,170.41,26.7,170.41,23.81,,,,,,,,,,,,,,,,,
,170.61,1821,170.61,46,170.62,25.5,170.62,22.03,,,,,,,,,,,,,,,,,
,170.82,1818,170.82,45,170.82,24.7,170.82,21.00,,,,,,,,,,,,,,,,,
,171.02,1803,171.03,46,171.03,24.3,171.03,23.28,,,,,,,,,,,,,,,,,
,171.22,1818,171.22,46,171.22,23.9,171.22,17.50,,,,,,,,,,,,,,,,,
,171.43,1824,171.43,45,171.43,23.5,171.43,16.25,,,,,,,,,,,,,,,,,
,171.63,1821,171.63,46,171.63,23.1,171.63,15.78,,,,,,,,,,,,,,,,,
,171.83,1826,171.83,46,171.84,22.7,171.84,14.38,,,,,,,,,,,,,,,,,
,172.04,1820,172.04,45,172.04,22.7,172.04,15.09,,,,,,,,,,,,,,,,,
,172.24,1806,172.24,45,172.24,22.4,172.24,14.88,,,,,,,,,,,,,,,,,
,172.45,1811,172.45,46,172.46,22.4,172.46,14.31,,,,,,,,,,,,,,,,,
,172.64,1809,172.65,45,172.65,22.4,172.65,14.06,,,,,,,,,,,,,,,,,
,172.85,1811,172.85,45,172.86,22.4,172.86,13.94,,,,,,,,,,,,,,,,,
,173.06,1799,173.06,45,173.06,22.4,173.06,15.09,,,,,,,,,,,,,,,,,
,173.26,1793,173.26,45,173.27,22.4,173.27,14.19,,,,,,,,,,,,,,,,,
